연번,군구명,병원종별,의료기관명,소재지,병실수,병상수,진료과목,
1678,남동구,의원,김영익정신과의원,"인천광역시 남동구 구월남로 174 (구월동, 206호)",0,0,정신건강의학과,
1679,남동구,의원,파티마의원,"인천광역시 남동구 만수로 7, 2,3층 (만수동)",10,28,외과,
1680,남동구,의원,한사랑가정의원,인천광역시 남동구 장승로 13-1 (만수동),0,0,가정의학과,
1681,남동구,의원,이상권정형외과의원,"인천광역시 남동구 백범로 374, 1층일부,2층일부,층 4~5층호 (간석동, 오거리클리닉)",10,29,정형외과,
1682,남동구,의원,남동성모외과의원,인천광역시 남동구 호구포로 788 (구월동),7,21,외과,
1683,남동구,의원,만수성심외과의원,"인천광역시 남동구 만수로 65, 2층 (만수동, 훈정빌딩)",0,0,비뇨의학과 피부과 소아청소년과 신경외과 정형외과 외과 내과,
1684,남동구,의원,베스트항외과의원,인천광역시 남동구 호구포로 751 (구월동),9,9,비뇨의학과 소아청소년과 외과 내과,
1685,남동구,의원,미추홀성형외과의원,"인천광역시 남동구 인하로 523, 5~7층 (구월동)",0,0,성형외과,
1686,남동구,의원,김동석이비인후과의원,인천광역시 남동구 호구포로 798 (구월동),0,0,이비인후과,
1687,남동구,의원,성모가정의학과의원,"인천광역시 남동구 남동대로 893, 2층 (간석동, 루카이스타워)",0,0,가정의학과 내과 외과 정신건강의학과 이비인후과 소아청소년과 신경과 비뇨의학과 산부인과 정형외과 피부과 안과,
1688,남동구,의원,세브란스의원,"인천광역시 남동구 용천로 157, 2층 (간석동)",0,0,내과 소아청소년과 외과 피부과 비뇨의학과 이비인후과,
1689,남동구,의원,간석성모의원,인천광역시 남동구 경인로 530 (간석동),0,0,내과,
1690,남동구,의원,선린내과의원,인천광역시 남동구 장승남로 36 (만수동),0,0,내과,
1691,남동구,의원,연세내과의원,"인천광역시 남동구 호구포로 808, 102호 (구월동, 수정빌딩)",0,0,내과 소아청소년과 피부과 이비인후과,
1692,남동구,의원,이안과의원,인천광역시 남동구 남동대로 875 (간석동),0,0,안과,
1693,남동구,의원,최동열비뇨기과의원,"인천광역시 남동구 남동대로 875, 3층 일부호 (간석동)",1,2,비뇨의학과 피부과,
1694,남동구,의원,박인규내과의원,"인천광역시 남동구 문화서로4번길 38, 2층 (구월동)",0,0,내과 소아청소년과 이비인후과 피부과 비뇨의학과,
1695,남동구,의원,남촌가정의원,"인천광역시 남동구 호구포로535번길 48-2, 3층 (남촌동, 부경빌딩)",0,0,영상의학과 비뇨의학과 피부과 이비인후과 산부인과,
1696,남동구,의원,이찬주내과의원,"인천광역시 남동구 경인로 520, 103호 (간석동, 탑프라자)",0,0,내과,
1697,남동구,의원,세란내과의원,"인천광역시 남동구 만수로 47, 2층 401호 (만수동)",0,0,내과 소아청소년과,
1698,남동구,의원,홍피부과의원,"인천광역시 남동구 만수로 43, 4층 (만수동, 가양쇼핑)",0,0,피부과,
1699,남동구,의원,담도영이비인후과의원,"인천광역시 남동구 남동대로 889-1, 4층 405일부호 (간석동)",0,0,이비인후과,
1700,남동구,의원,맹소아청소년과의원,"인천광역시 남동구 방축로 503 (간석동, 우성아파트상가)",0,0,소아청소년과,
1701,남동구,의원,연세이비인후과의원,"인천광역시 남동구 용천로 157, 3층 (간석동, 그린상가)",0,0,이비인후과,
1702,남동구,의원,최병길내과의원,인천광역시 남동구 석산로 146 (간석동),0,0,내과,
1703,남동구,의원,김찬식안과의원,인천광역시 남동구 만수로37번길 8-8 (만수동),0,0,안과,
1704,남동구,의원,새봄의원,"인천광역시 남동구 호구포로 770, 2층 (구월동)",0,0,가정의학과 재활의학과 영상의학과 비뇨의학과 이비인후과 안과 소아청소년과 마취통증의학과 심장혈관흉부외과 신경외과 정형외과 외과 정신건강의학과 내과,
1705,남동구,의원,만수중앙의원,"인천광역시 남동구 구월로 332, 지하1층,2층 (만수동)",0,0,내과 소아청소년과 정형외과 심장혈관흉부외과,
1706,남동구,의원,이이비인후과의원,인천광역시 남동구 만수로37번길 8-8 (만수동),0,0,이비인후과,
1707,남동구,의원,장피부과의원,"인천광역시 남동구 남동대로 892, 2층 3층일부호 (간석동)",0,0,피부과,
1708,남동구,의원,박재홍내과의원,인천광역시 남동구 인주대로 861 (만수동),0,0,내과 소아청소년과,
1709,남동구,의원,인구보건복지협회인천지회가족보건의원,인천광역시 남동구 용천로 142 (간석동),0,0,산부인과 가정의학과 내과 소아청소년과 비뇨의학과 정형외과,
1710,남동구,의원,성가신경과정신과의원,인천광역시 남동구 남동대로 889 (간석동),0,0,정신건강의학과 신경과,
1711,남동구,의원,이의원,"인천광역시 남동구 호구포로 884 (간석동, 1층)",0,0,내과,
1712,남동구,의원,김석도이비인후과의원,인천광역시 남동구 남동대로 875 (간석동),0,0,이비인후과,
1713,남동구,의원,장앤탑내과재활의학과의원,"인천광역시 남동구 구월로 212, 226호,227호,239호,242호 (구월동, 힐캐슬프라자)",0,0,내과 재활의학과 가정의학과,
1714,남동구,치과의원,뉴욕치과의원,"인천광역시 남동구 용천로 70, 동호프라자 6층 (구월동)",0,0,통합치의학과 예방치과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1715,남동구,치과의원,서울정플란트치과의원,"인천광역시 남동구 호구포로 220, 명진프라자 6층 601호 602호 (논현동)",0,0,치과보존과 구강악안면외과 통합치의학과 치주과 치과교정과 소아치과 영상치의학과 구강내과 치과보철과 예방치과,
1716,남동구,치과의원,서울올리브치과의원,"인천광역시 남동구 남동대로 880, 올리브백화점 C동 1층 일부(151호~157호 포함)호 (간석동)",0,0,치과보존과 구강악안면외과 통합치의학과 치주과 치과교정과 소아치과 영상치의학과 구강내과 치과보철과 예방치과,
1717,남동구,치과의원,연세이룸치과의원,"인천광역시 남동구 서창남로 81, 투엠프라자 4층 402, 403호 (서창동)",0,0,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1718,남동구,치과의원,구월의치과의원,"인천광역시 남동구 호구포로 818, 퍼스트하임프라자 402,403호 (구월동)",0,0,치과보존과 구강병리과 구강악안면외과 통합치의학과 치주과 치과교정과 소아치과 영상치의학과 구강내과 치과보철과 예방치과,
1719,남동구,치과의원,이(e)-밝은치과의원,"인천광역시 남동구 석산로141번길 1, 대성프라자 3층 301호 (간석동)",0,0,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1720,남동구,치과의원,라인플란트치과의원,"인천광역시 남동구 구월남로 172, 5층 501호 (구월동)",0,0,치과보존과 치주과 치과교정과 치과보철과 구강악안면외과,
1721,남동구,치과의원,감동플란트치과의원,"인천광역시 남동구 호구포로 798, 2층 가호 (구월동)",0,0,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1722,남동구,치과의원,치유치과의원,"인천광역시 남동구 인주대로 664, 메인프라자 2차 4층 403호 (구월동)",0,0,통합치의학과 예방치과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과보철과 구강악안면외과,
1723,남동구,치과의원,셉템버치과교정과치과의원,"인천광역시 남동구 예술로140번길 33, 화성빌딩 5층 (구월동)",0,0,치과교정과,
1724,남동구,치과의원,서울바른정치과의원,"인천광역시 남동구 담방로47번길 2, 2층 (만수동)",0,0,통합치의학과,
1725,남동구,치과의원,아이마음어린이치과의원,"인천광역시 남동구 서창남로 81, 투엠프라자 4층 404-406호 (서창동)",0,0,예방치과 소아치과,
1726,남동구,치과의원,늘서울치과의원,"인천광역시 남동구 만수서로 62, 306, 307호 (만수동)",0,0,구강악안면외과 치과보철과 소아치과 치과보존과 구강내과 영상치의학과 예방치과 통합치의학과,
1727,남동구,치과의원,화이트드림치과의원,"인천광역시 남동구 인하로489번길 4, 맨하탄빌딩 8층 (구월동)",0,0,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1728,남동구,치과의원,서울365치과의원,"인천광역시 남동구 예술로 138, 이토타워 212,212-1,212-2,212-3,212-4호 (구월동)",0,0,통합치의학과 예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1729,남동구,치과의원,사랑니빠지는구강악안면외과치과의원,"인천광역시 남동구 인하로 497-15, 대건빌딩 502호 (구월동)",0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1730,남동구,치과의원,송플란트치과의원,"인천광역시 남동구 석정로 518, 1동 2층 1호 (간석동)",0,0,예방치과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1731,남동구,치과의원,서울삼성치과의원,"인천광역시 남동구 장아산로 137, 서창중앙프라자 3층 (서창동)",0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과보철과 구강악안면외과,
1732,남동구,치과의원,연세반트치과교정과치과의원,"인천광역시 남동구 인하로489번길 10, 시티프라자 401호 (구월동)",0,0,예방치과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1733,남동구,치과의원,구월키즈웰치과의원,"인천광역시 남동구 인하로 485, 뉴코아아울렛 인천점 11층 일부호 (구월동)",0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1734,남동구,치과의원,유디논현치과의원,"인천광역시 남동구 청능대로 593, 신성프라자 7층 (논현동)",0,0,치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1735,남동구,치과의원,바른공감치과의원,"인천광역시 남동구 만수로 71, 내제1호동 3,4층 (만수동)",0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1736,남동구,치과의원,예온치과의원,"인천광역시 남동구 구월로 274, 3층 (구월동)",0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1737,남동구,치과의원,소래미소치과의원,"인천광역시 남동구 앵고개로 928, 4층 407호 (논현동)",0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1738,남동구,치과의원,우리가족치과의원,"인천광역시 남동구 장승남로 48, 2층 201호 (만수동)",0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
1739,남동구,치과의원,연세스마트치과의원,"인천광역시 남동구 예술로 126, 5층 509,510호 (구월동)",0,0,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과 통합치의학과,
1740,남동구,치과의원,서울스카이치과의원,"인천광역시 남동구 서창남순환로215번길 48, 5층 501호 (서창동)",0,0,구강악안면외과 치과보철과 치과교정과 소아치과 치주과 치과보존과 구강내과 영상치의학과 구강병리과 예방치과 통합치의학과,
1741,남동구,치과의원,바른플란트치과의원,"인천광역시 남동구 구월로 221, 2층 전체호 (구월동, 아세아프라자)",0,0,예방치과 구강병리과 영상치의학과 구강내과 치과보존과 치주과 소아치과 치과교정과 치과보철과 구강악안면외과,
